Player Name,Team,Event,Price
Jaime Pratt,Pittsburgh (ACC),BB,1000.0
Jamison Sears,Alabama (SEC),BB,1000.0
Jayda Lewter,Minnesota (Big Ten),BB,1000.0
Jayden Silvers,California (ACC),BB,1000.0
Jaylene Gilstrap,Utah (Big 12),BB,1000.0
Jenna Blair,Arizona State (Big 12),BB,1000.0
Jenna Olshefski,Minnesota (Big Ten),BB,1000.0
Jenna Rusk,NC State (ACC),BB,1000.0
Jenna Timmons,Arizona State (Big 12),BB,1000.0
Jersie Woolsey,Auburn (SEC),BB,1000.0
Jessa Conedera,Missouri (SEC),BB,1000.0
Jessica Janicke,Arizona (Big 12),BB,1000.0
Jessica Johanson,Penn State (Big Ten),BB,1000.0
Jessica Reith,Washington (Big Ten),BB,1000.0
Jillian Procasky,Kentucky (SEC),BB,1000.0
Jillian Silvers,Arizona (Big 12),BB,1000.0
Jocelyn Moore,Missouri (SEC),BB,1000.0
Jojo Warga,Ohio State (Big Ten),BB,1000.0
Jordan Kane,California (ACC),BB,1000.0
Jordyn Ewing,Pittsburgh (ACC),BB,1000.0
Jordyn Paradise,Alabama (SEC),BB,1000.0
Julianna Weeks,Arkansas (SEC),BB,1000.0
Julianne Huff,Auburn (SEC),BB,1000.0
Kaelyn Skeel,West Virginia (Big 12),BB,1000.0
Kaetlyn Tenesch,BYU (Big 12),BB,1000.0
Kaia Tanskanen,Missouri (SEC),BB,1000.0
Kaila Lawrence,Kentucky (SEC),BB,1000.0
Kailee Adomaites,NC State (ACC),BB,1000.0
Kaitlin Garcia,Oregon State (Pac-12),BB,1000.0
Kaitlyn Grimes,Ohio State (Big Ten),BB,1000.0
Kaliya Lincoln,LSU (SEC),BB,1000.0
Karina Munoz,Iowa (Big Ten),BB,1000.0
Karis German,Alabama (SEC),BB,1000.0
Karleigh DiCello,West Virginia (Big 12),BB,1000.0
Karleigh Reutzel,Ohio State (Big Ten),BB,1000.0
Karlie Chavez,Oregon State (Pac-12),BB,1000.0
Kasey Burke,George Washington (Atlantic 10 Conference),BB,1000.0
Kate Bryant,Clemson (ACC),BB,1000.0
Kate Parks,Ohio State (Big Ten),BB,1000.0
Kathryn Weilbacher,LSU (SEC),BB,1000.0
Katie Sawyer,Michigan State (Big Ten),BB,1000.0
Kayla Lee,Arizona State (Big 12),BB,1000.0
Kayla Pardue,Southern Utah (WAC),BB,1000.0
Kaylee Bluffstone,Florida (SEC),BB,1000.0
Kaylyn Mintz,Ohio State (Big Ten),BB,1000.0
Kelsey Lee,Georgia (SEC),BB,1000.0
Kendall Abney,Michigan State (Big Ten),BB,1000.0
Kendall Landry,Minnesota (Big Ten),BB,1000.0
Kendall McGuire,Southern Utah (WAC),BB,1000.0
Kerrington Baham,Ohio State (Big Ten),BB,1000.0
Kielyn McCright,Clemson (ACC),BB,1000.0
Kiley Rorich,Denver (Big 12),BB,1000.0
Kimberly Smith,Arizona State (Big 12),BB,1000.0
Kira Bolden,Washington (Big Ten),BB,1000.0
Kristin Lin,Washington (Big Ten),BB,1000.0
Kristina Shchennikova,Boise State (Mountain West Conference),BB,1000.0
Kyen Mayhew,California (ACC),BB,1000.0
Kylie Minard,Missouri (SEC),BB,1000.0
Kyra Burns,Missouri (SEC),BB,1000.0
Lali Dekanoidze,North Carolina (ACC),BB,1000.0
Lana Navarro,Washington (Big Ten),BB,1000.0
Lauren Brendlinger,Maryland (Big Ten),BB,1000.0
Lauren Hsu,Michigan State (Big Ten),BB,1000.0
Lauren Rutherford,Clemson (ACC),BB,1000.0
Layla Hammer,Maryland (Big Ten),BB,1000.0
Leah Gonsiorowski,Minnesota (Big Ten),BB,1000.0
Leah Miller,LSU (SEC),BB,1000.0
Leah Smith,Arkansas (SEC),BB,1000.0
Levi Jung-Ruivivar,Stanford (ACC),BB,1000.0
Lexi Zeiss,LSU (SEC),BB,1000.0
Lilia Purler,Arizona State (Big 12),BB,1000.0
Lilly Hudson,Alabama (SEC),BB,1000.0
Lilly Timmerman,Minnesota (Big Ten),BB,1000.0
Lilly Tubbs,Washington (Big Ten),BB,1000.0
Lily Bruce,Florida (SEC),BB,1000.0
Lily Kurrack,Clemson (ACC),BB,1000.0
Lindsay Bacheler,Maryland (Big Ten),BB,1000.0
Lisa Szeibert,Missouri (SEC),BB,1000.0
Logan Buckmon,Maryland (Big Ten),BB,1000.0
Lori Brubach,Florida (SEC),BB,1000.0
Lucie Kirchner,Michigan (Big Ten),BB,1000.0
Lucy Stanhope,Nebraska (Big Ten),BB,1000.0
Mackenzie Kelly,Southern Utah (WAC),BB,1000.0
Macy Jennings,NC State (ACC),BB,1000.0
Maddie Jones,Arkansas (SEC),BB,1000.0
Maddie Komorosk,Maryland (Big Ten),BB,1000.0
Maddison Reidenbach,Denver (Big 12),BB,1000.0
Madison Minner,Clemson (ACC),BB,1000.0
Maggie Holman,Clemson (ACC),BB,1000.0
Maggie Murphy,Maryland (Big Ten),BB,1000.0
Maggie Slife,Air Force (Mountain West),BB,1000.0
Makayla Green,Illinois (Big Ten),BB,1000.0
Makenzie Wilson,Kentucky (SEC),BB,1000.0
Mallory Gregory,Ohio State (Big Ten),BB,1000.0
Maria Ferguson,Southern Utah (WAC),BB,1000.0
Marisa Fisher,Minnesota (Big Ten),BB,1000.0
Marissa Jencks,Minnesota (Big Ten),BB,1000.0
Marissa Neal,Auburn (SEC),BB,1000.0
Marly Esteves,Illinois (Big Ten),BB,1000.0
Mary Green,Ohio State (Big Ten),BB,1000.0
Mary McDonough,Washington (Big Ten),BB,1000.0
McCauley Harrington,Minnesota (Big Ten),BB,1000.0
McClaine Daigle,Arizona State (Big 12),BB,1000.0
McKenna Carnesi,Washington (Big Ten),BB,1000.0
Megan Sapp,Illinois (Big Ten),BB,1000.0
Megan Steensland,Minnesota (Big Ten),BB,1000.0
Meika Lee,Pittsburgh (ACC),BB,1000.0
Mia Erdoes,UCLA (Big Ten),BB,1000.0
Mia Heather,Oregon State (Pac-12),BB,1000.0
Mika Webster-Longin,UCLA (Big Ten),BB,1000.0
Mila Brusch,Denver (Big 12),BB,1000.0
Molly Arnold,Clemson (ACC),BB,1000.0
Morgan Walsh,Minnesota (Big Ten),BB,1000.0
Mya Gordon,Illinois (Big Ten),BB,1000.0
Mya Hooten,Minnesota (Big Ten),BB,1000.0
Mya North,Southern Utah (WAC),BB,1000.0
Mya Wiley,California (ACC),BB,1000.0
Natalia Pawlak,Alabama (SEC),BB,1000.0
Natalie Briones,Oregon State (Pac-12),BB,1000.0
Natalie Martin,Maryland (Big Ten),BB,1000.0
Natalie Thomas,George Washington (Atlantic 10 Conference),BB,1000.0
Naya Howard,Georgia (SEC),BB,1000.0
Nicole King,Georgia (SEC),BB,1000.0
Nicollette Crochet,Maryland (Big Ten),BB,1000.0
Noelle Adams,Iowa State (Big 12),BB,1000.0
Noelle Ball,Boise State (Mountain West Conference),BB,1000.0
Nyla Aquino,Georgia (SEC),BB,1000.0
Olivia Childs,Arizona (Big 12),BB,1000.0
Olivia Dunne,LSU (SEC),BB,1000.0
Olivia Greaves,Auburn (SEC),BB,1000.0
Olivia Kennedy,Utah (Big 12),BB,1000.0
Olivia Oppegard,Washington (Big Ten),BB,1000.0
Olivia VanHorn,University of Pennsylvania (Ivy League),BB,1000.0
Olivia Yarussi,Penn State (Big Ten),BB,1000.0
Olivia Zsarmani,Michigan State (Big Ten),BB,1000.0
Ondine Achampong,California (ACC),BB,1000.0
Paige Anastasi,UCLA (Big Ten),BB,1000.0
Paige Thaxton,Michigan (Big Ten),BB,1000.0
Porsche Trinidad,Stanford (ACC),BB,1000.0
Quinn Kuhl,Clemson (ACC),BB,1000.0
Rachel Rybicki,Alabama (SEC),BB,1000.0
Rayna Engelmayer,Maryland (Big Ten),BB,1000.0
Reagan Sams,Ohio State (Big Ten),BB,1000.0
Reese Baechle,Nebraska (Big Ten),BB,1000.0
Reese Baker,Nebraska (Big Ten),BB,1000.0
Reese Drotar,Arkansas (SEC),BB,1000.0
Reese Wilson,Iowa (Big Ten),BB,1000.0
Regan McBride,North Carolina (ACC),BB,1000.0
Reina Marchal,Oregon State (Pac-12),BB,1000.0
Rhea Leblanc,Maryland (Big Ten),BB,1000.0
Riley Jenkins,UCLA (Big Ten),BB,1000.0
Riley McCusker,Florida (SEC),BB,1000.0
Ryan Noonan,Kentucky (SEC),BB,1000.0
Rylee Guevara,Ohio State (Big Ten),BB,1000.0
Sadie Smith,Arkansas (SEC),BB,1000.0
Sage Kellerman,Michigan State (Big Ten),BB,1000.0
Sage Melkonian,California (ACC),BB,1000.0
Sage Paladino,Southern Utah (WAC),BB,1000.0
Sage Thompson,Oregon State (Pac-12),BB,1000.0
Samantha Schneider,Minnesota (Big Ten),BB,1000.0
Samara Buchanan,Ohio State (Big Ten),BB,1000.0
Sara Hubbard,Auburn (SEC),BB,1000.0
Sarah Krump,Utah (Big 12),BB,1000.0
Sarah Saville,Maryland (Big Ten),BB,1000.0
Savannah Miller,Oregon State (Pac-12),BB,1000.0
Seria Johnson,Minnesota (Big Ten),BB,1000.0
Shani Sirota,Maryland (Big Ten),BB,1000.0
Sharon Lee,Kentucky (SEC),BB,1000.0
Sidney Fitzgerald,Georgia (SEC),BB,1000.0
Sidney Washington,Ohio State (Big Ten),BB,1000.0
Sierra Kondo,Maryland (Big Ten),BB,1000.0
Skye Blakely,Florida (SEC),BB,1000.0
Sophia Bell,Auburn (SEC),BB,1000.0
Sophia Greaves,Auburn (SEC),BB,1000.0
Sophia Kaloudis,Oregon State (Pac-12),BB,1000.0
Sophia Maisel,Arizona (Big 12),BB,1000.0
Sophia Nguyen,Minnesota (Big Ten),BB,1000.0
Sophia Rice,West Virginia (Big 12),BB,1000.0
Sophia Stephens,Arizona (Big 12),BB,1000.0
Sophie Derr,Arizona (Big 12),BB,1000.0
Sophie Hampp,Denver (Big 12),BB,1000.0
Sophie Swartzmiller,Minnesota (Big Ten),BB,1000.0
Stephanie Lebster,Michigan State (Big Ten),BB,1000.0
Suki Pfister,Ball State (MAC),BB,1000.0
Sydney Barros,UCLA (Big Ten),BB,1000.0
Sydney Schumaker,Auburn (SEC),BB,1000.0
Sydney Turner,Iowa (Big Ten),BB,1000.0
Sydney Wilke,Illinois (Big Ten),BB,1000.0
Syniya Thomas,NC State (ACC),BB,1000.0
TaeLyn Canty,North Carolina (ACC),BB,1000.0
Taeva Greenberg,BYU (Big 12),BB,1000.0
Takoda Berry,Clemson (ACC),BB,1000.0
Tara Walsh,Clemson (ACC),BB,1000.0
Tasha Brozowski,Maryland (Big Ten),BB,1000.0
Taylor Clark,Florida (SEC),BB,1000.0
Taylor DeVries,Oregon State (Pac-12),BB,1000.0
Taylor Gull,Southern Utah (WAC),BB,1000.0
Taylor Rech,Maryland (Big Ten),BB,1000.0
Taylor Tuohy,West Virginia (Big 12),BB,1000.0
Teagan White,Arizona (Big 12),BB,1000.0
Thu Nguyen,Washington (Big Ten),BB,1000.0
Tirzah Wise,Arizona (Big 12),BB,1000.0
Tori Tatum,LSU (SEC),BB,1000.0
Tory Vetter,Ohio State (Big Ten),BB,1000.0
Trinity Brown,Clemson (ACC),BB,1000.0
Trinity Webb,Clemson (ACC),BB,1000.0
Trista Goodman,Southern Utah (WAC),BB,1000.0
Ui Soma,Stanford (ACC),BB,1000.0
Victoria Cluck,Stanford (ACC),BB,1000.0
Victoria Gatzendorfer,Maryland (Big Ten),BB,1000.0
Victoria Roberts,LSU (SEC),BB,1000.0
Zoe Johnson,Utah (Big 12),BB,1000.0
Zoe Middleton,Ball State (MAC),BB,1000.0
Zoe Miller,LSU (SEC),BB,1000.0
Zoe Safran,George Washington (Atlantic 10 Conference),BB,1000.0
Adeline Kenlin,Iowa (Big Ten),FX,6250.0
Amari Drayton,LSU (SEC),FX,6250.0
Brooklyn Moors,UCLA (Big Ten),FX,6250.0
Carly Bauman,Michigan (Big Ten),FX,6250.0
Creslyn Brose,Kentucky (SEC),FX,6250.0
Emily Innes,Washington (Big Ten),FX,6250.0
Faith Torrez,Oklahoma (SEC),FX,6250.0
Frankie Price,Arkansas (SEC),FX,6250.0
Gabby Gladieux,Alabama (SEC),FX,6250.0
Grace McCallum,Utah (Big 12),FX,6250.0
Hailey Davis,Kentucky (SEC),FX,6250.0
Haleigh Bryant,LSU (SEC),FX,6250.0
Jade Carey,Oregon State (Pac-12),FX,6250.0
Jerquavia Henderson,Iowa (Big Ten),FX,6250.0
Jocelyn Moore,Missouri (SEC),FX,6250.0
Jordan Bowers,Oklahoma (SEC),FX,6250.0
Jordan Chiles,UCLA (Big Ten),FX,6250.0
KJ Johnson,LSU (SEC),FX,6250.0
Kailin Chio,LSU (SEC),FX,6250.0
Kayla DiCello,Florida (SEC),FX,6250.0
Konnor McClain,LSU (SEC),FX,6250.0
Lauren Williams,Arkansas (SEC),FX,6250.0
Leanne Wong,Florida (SEC),FX,6250.0
Lilly Hudson,Alabama (SEC),FX,6250.0
Makenna Smith,Utah (Big 12),FX,6250.0
Mya Hooten,Minnesota (Big Ten),FX,6250.0
Mya Lauzon,California (ACC),FX,6250.0
Payton Harris,Ohio State (Big Ten),FX,6250.0
Selena Harris-Miranda,Florida (SEC),FX,6250.0
Skyla Schulte,Michigan State (Big Ten),FX,6250.0
Abbie Thompson,Denver (Big 12),FX,5000.0
Amari Celestine,Missouri (SEC),FX,5000.0
Anna Roberts,Stanford (ACC),FX,5000.0
Anya Pilgrim,Florida (SEC),FX,5000.0
Audrey Davis,Oklahoma (SEC),FX,5000.0
Avery Neff,Utah (Big 12),FX,5000.0
Cameron Machado,Alabama (SEC),FX,5000.0
Chae Campbell,UCLA (Big Ten),FX,5000.0
Chloe Cho,Illinois (Big Ten),FX,5000.0
Chloe LaCoursiere,Alabama (SEC),FX,5000.0
Chloe Negrete,NC State (ACC),FX,5000.0
Danae Fletcher,Oklahoma (SEC),FX,5000.0
Elena Deets,Arizona (Big 12),FX,5000.0
Elise Tisler,Missouri (SEC),FX,5000.0
Ella Cesario,California (ACC),FX,5000.0
Ellie Lazzari,Florida (SEC),FX,5000.0
Ellie Weaver,Oregon State (Pac-12),FX,5000.0
Emily White,Arizona State (Big 12),FX,5000.0
Emma Malabuyo,UCLA (Big Ten),FX,5000.0
Emma Spence,Nebraska (Big Ten),FX,5000.0
Gabrielle Stephen,Michigan State (Big Ten),FX,5000.0
Halle Gregoire,Arizona State (Big 12),FX,5000.0
Haylee Hardin,Iowa State (Big 12),FX,5000.0
Holly Snyder,Georgia (SEC),FX,5000.0
Jamison Sears,Alabama (SEC),FX,5000.0
Jaylene Gilstrap,Utah (Big 12),FX,5000.0
Jillian Procasky,Kentucky (SEC),FX,5000.0
Jordan Kane,California (ACC),FX,5000.0
Joscelyn Roberson,Arkansas (SEC),FX,5000.0
Katelyn Rosen,UCLA (Big Ten),FX,5000.0
Kaylee Bluffstone,Florida (SEC),FX,5000.0
Kennedy Griffin,Missouri (SEC),FX,5000.0
Lauren Rutherford,Clemson (ACC),FX,5000.0
Leah Smith,Arkansas (SEC),FX,5000.0
Lily Pederson,Oklahoma (SEC),FX,5000.0
Lily Smith,Georgia (SEC),FX,5000.0
Lori Brubach,Florida (SEC),FX,5000.0
Macy McGowan,UCLA (Big Ten),FX,5000.0
Maddie Komorosk,Maryland (Big Ten),FX,5000.0
Madelyn Williams,California (ACC),FX,5000.0
Maggie Slife,Air Force (Mountain West),FX,5000.0
Makenzie Wilson,Kentucky (SEC),FX,5000.0
Mati Waligora,Arkansas (SEC),FX,5000.0
Momoko Iwai,Denver (Big 12),FX,5000.0
Olivia Dunne,LSU (SEC),FX,5000.0
Olivia Hollingsworth,Auburn (SEC),FX,5000.0
Olivia Kelly,Missouri (SEC),FX,5000.0
Reyna Guggino,Michigan (Big Ten),FX,5000.0
Rosie Casali,Denver (Big 12),FX,5000.0
Rylee Guevara,Ohio State (Big Ten),FX,5000.0
Sophia Groth,Auburn (SEC),FX,5000.0
Sophia McClelland,Nebraska (Big Ten),FX,5000.0
Tory Vetter,Ohio State (Big Ten),FX,5000.0
Zoe Johnson,Utah (Big 12),FX,5000.0
Addison Fatta,Oklahoma (SEC),FX,4000.0
Alana Walker,Stanford (ACC),FX,4000.0
Amani Herring,Penn State (Big Ten),FX,4000.0
Anna Leigh,West Virginia (Big 12),FX,4000.0
Ashley Glynn,Utah (Big 12),FX,4000.0
Ashley Knight,NC State (ACC),FX,4000.0
Bella Misiura,Penn State (Big Ten),FX,4000.0
Bella Salcedo,Penn State (Big Ten),FX,4000.0
Brie Clark,Clemson (ACC),FX,4000.0
Camie Winger,Utah (Big 12),FX,4000.0
Cecilia Cooley,Denver (Big 12),FX,4000.0
Csenge Bácskay,Georgia (SEC),FX,4000.0
Danie Ferris,Florida (SEC),FX,4000.0
Elle Mueller,Oklahoma (SEC),FX,4000.0
Ellie Cacciola,Southern Utah (WAC),FX,4000.0
Emily Koch,Minnesota (Big Ten),FX,4000.0
Emily Lee,UCLA (Big Ten),FX,4000.0
Emma Strom,Arizona (Big 12),FX,4000.0
Emmalise Nock,Illinois (Big Ten),FX,4000.0
Gabby McLaughlin,Auburn (SEC),FX,4000.0
Hannah Horton,Missouri (SEC),FX,4000.0
Harlyn Tomlin,Georgia (SEC),FX,4000.0
Jacey Vore,Michigan (Big Ten),FX,4000.0
Jada Mangahas,Arizona State (Big 12),FX,4000.0
Jahzara Ranger,Michigan (Big Ten),FX,4000.0
Jenna Mulligan,Michigan (Big Ten),FX,4000.0
Jenna Rusk,NC State (ACC),FX,4000.0
Kaitlin Garcia,Oregon State (Pac-12),FX,4000.0
Kalea McElligott,Penn State (Big Ten),FX,4000.0
Kara Eaker,Georgia (SEC),FX,4000.0
Karlie Chavez,Oregon State (Pac-12),FX,4000.0
Kathryn Weilbacher,LSU (SEC),FX,4000.0
Kayli Boozer,Michigan (Big Ten),FX,4000.0
Kaylyn Mintz,Ohio State (Big Ten),FX,4000.0
Kyen Mayhew,California (ACC),FX,4000.0
Lana Navarro,Washington (Big Ten),FX,4000.0
Lauren Macpherson,Missouri (SEC),FX,4000.0
Lauren Pearl,Minnesota (Big Ten),FX,4000.0
Lucy Stanhope,Nebraska (Big Ten),FX,4000.0
MaKayla Tucker,Michigan State (Big Ten),FX,4000.0
Maddie Jones,Arkansas (SEC),FX,4000.0
Maddison Reidenbach,Denver (Big 12),FX,4000.0
Madison Ulrich,Denver (Big 12),FX,4000.0
Mia Hampton,Southern Utah (WAC),FX,4000.0
Natalie Briones,Oregon State (Pac-12),FX,4000.0
Nikki Smith,Michigan State (Big Ten),FX,4000.0
Nyla Aquino,Georgia (SEC),FX,4000.0
Paige Thaxton,Michigan (Big Ten),FX,4000.0
Poppy-Grace Stickler,Utah (Big 12),FX,4000.0
Priscilla Park,Arkansas (SEC),FX,4000.0
Rylie Mundell,Denver (Big 12),FX,4000.0
Sage Thompson,Oregon State (Pac-12),FX,4000.0
Sarah Clark,Arizona State (Big 12),FX,4000.0
Seria Johnson,Minnesota (Big Ten),FX,4000.0
Shania Adams,Alabama (SEC),FX,4000.0
Sidney Fitzgerald,Georgia (SEC),FX,4000.0
Sienna Robinson,Stanford (ACC),FX,4000.0
Skylar Draser,Florida (SEC),FX,4000.0
Sophia Bell,Auburn (SEC),FX,4000.0
Sophia Esposito,Oregon State (Pac-12),FX,4000.0
Suki Pfister,Ball State (MAC),FX,4000.0
Sydney Gonzales,Oregon State (Pac-12),FX,4000.0
Taralyn Nguyen,Stanford (ACC),FX,4000.0
eMjae Frazier,California (ACC),FX,4000.0
Abby Mueller,Missouri (SEC),FX,3000.0
Abigayle Martin,Arizona (Big 12),FX,3000.0
Ady Wahl,Georgia (SEC),FX,3000.0
Aleah Finnegan,LSU (SEC),FX,3000.0
Alex Irvine,Auburn (SEC),FX,3000.0
Alexa Rothenbuescher,Maryland (Big Ten),FX,3000.0
Alyssa Guns,Kent State (MAC),FX,3000.0
Ava Piedrahita,Penn State (Big Ten),FX,3000.0
Brenna Neault,Stanford (ACC),FX,3000.0
Brooke Dennis,Alabama (SEC),FX,3000.0
Brynlee Andersen,BYU (Big 12),FX,3000.0
CJ Keuneke,California (ACC),FX,3000.0
Caitlin McWilliams,Washington (Big Ten),FX,3000.0
Claire Dean,Stanford (ACC),FX,3000.0
Deborah Silva,BYU (Big 12),FX,3000.0
Delaney Adrian,Rutgers (Big Ten),FX,3000.0
Delanie Harkness,Michigan State (Big Ten),FX,3000.0
Delaynee Rodriguez,Kentucky (SEC),FX,3000.0
Ella Tashjian,Yale (Ivy),FX,3000.0
Ella Zirbes,Utah (Big 12),FX,3000.0
Emily Mueller,Arizona (Big 12),FX,3000.0
Eryn Williams,Georgia (SEC),FX,3000.0
Hailey Klein,Arkansas (SEC),FX,3000.0
Isabella Magnelli,Kentucky (SEC),FX,3000.0
JJ Coleman,Ohio State (Big Ten),FX,3000.0
Jaye Mack,Illinois State (MIC),FX,3000.0
Jordyn Ewing,Pittsburgh (ACC),FX,3000.0
Julia Knower,North Carolina (ACC),FX,3000.0
Kaitlyn Ewald,Arkansas (SEC),FX,3000.0
Kaitlyn Grimes,Ohio State (Big Ten),FX,3000.0
Kalyxta Gamiao,Arkansas (SEC),FX,3000.0
Karina Munoz,Iowa (Big Ten),FX,3000.0
Katelyn Jong,Auburn (SEC),FX,3000.0
Kendall Whitman,George Washington (Atlantic 10 Conference),FX,3000.0
Kimberly Smith,Arizona State (Big 12),FX,3000.0
Kylee Kvamme,Alabama (SEC),FX,3000.0
Lilia Purler,Arizona State (Big 12),FX,3000.0
Ly Bui,Florida (SEC),FX,3000.0
Marissa Jencks,Minnesota (Big Ten),FX,3000.0
McCauley Harrington,Minnesota (Big Ten),FX,3000.0
Megan Steensland,Minnesota (Big Ten),FX,3000.0
Morgan Price,Fisk (GCAC),FX,3000.0
Natalie Martin,Maryland (Big Ten),FX,3000.0
Noelle Adams,Iowa State (Big 12),FX,3000.0
Nya Kraus,Nebraska (Big Ten),FX,3000.0
Olivia Greaves,Auburn (SEC),FX,3000.0
Rayna Light,Missouri (SEC),FX,3000.0
Rebecca Wells,Clemson (ACC),FX,3000.0
Rhea Leblanc,Maryland (Big Ten),FX,3000.0
Riley Jenkins,UCLA (Big Ten),FX,3000.0
Sarah Zois,Auburn (SEC),FX,3000.0
Savannah Miller,Oregon State (Pac-12),FX,3000.0
Sidney Washington,Ohio State (Big Ten),FX,3000.0
Sierra Ballard,LSU (SEC),FX,3000.0
Sophia Diaz,Michigan (Big Ten),FX,3000.0
Taylor Clark,Florida (SEC),FX,3000.0
Taylor Gull,Southern Utah (WAC),FX,3000.0
Victoria Cluck,Stanford (ACC),FX,3000.0
Victoria Nguyen,Florida (SEC),FX,3000.0
Zoe Middleton,Ball State (MAC),FX,3000.0
Addilyn Glazier,BYU (Big 12),FX,2000.0
Addison Hewitt,Maryland (Big Ten),FX,2000.0
Allison Kaempfer,Penn State (Big Ten),FX,2000.0
Alysen Fears,Arizona (Big 12),FX,2000.0
Alyssa Fernandez,Southern Utah (WAC),FX,2000.0
Alyssa Orgen,Kentucky (SEC),FX,2000.0
Amy Doyle,Michigan State (Big Ten),FX,2000.0
Anna Flynn Cashion,Kentucky (SEC),FX,2000.0
Arielle Ward,Illinois (Big Ten),FX,2000.0
Aubrey Krohnfeldt,Arizona (Big 12),FX,2000.0
Audrey Sanger,Michigan (Big Ten),FX,2000.0
Ava Myers,NC State (ACC),FX,2000.0
Ayla Acevedo,Missouri (SEC),FX,2000.0
Bridget Kemp,Boise State (Mountain West Conference),FX,2000.0
Brinlee Christensen,Southern Utah (WAC),FX,2000.0
Brooke Gleichowski,Georgia (SEC),FX,2000.0
Cadence Goldberg,Kentucky (SEC),FX,2000.0
Chesney Bennett,Kentucky (SEC),FX,2000.0
Danika Nielsen,Clemson (ACC),FX,2000.0
Delaney Reeves,Boise State (Mountain West Conference),FX,2000.0
Eden King,Illinois (Big Ten),FX,2000.0
Elizabeth Larusso,Arizona (Big 12),FX,2000.0
Elle Beaufait,Michigan State (Big Ten),FX,2000.0
Ellie Monahan,Penn State (Big Ten),FX,2000.0
Emerson Smith,West Virginia (Big 12),FX,2000.0
Emily Pires,Washington (Big Ten),FX,2000.0
Emma Mason,Georgia (SEC),FX,2000.0
Emma Nipper,Southern Utah (WAC),FX,2000.0
Eve Jackson,Clemson (ACC),FX,2000.0
Guilianna Fiorillo,Oregon State (Pac-12),FX,2000.0
Halle Braaflat,Georgia (SEC),FX,2000.0
Hannah Hagle,Auburn (SEC),FX,2000.0
Jaedyn Rucker,Utah (Big 12),FX,2000.0
Jessica Reith,Washington (Big Ten),FX,2000.0
Jordan Valahovic,North Carolina (ACC),FX,2000.0
Julianne Huff,Auburn (SEC),FX,2000.0
Kaelyn Skeel,West Virginia (Big 12),FX,2000.0
Karleigh DiCello,West Virginia (Big 12),FX,2000.0
Karleigh Reutzel,Ohio State (Big Ten),FX,2000.0
Kelsey Slade,Oklahoma (SEC),FX,2000.0
Kendra Chang,Stanford (ACC),FX,2000.0
Kristina Shchennikova,Boise State (Mountain West Conference),FX,2000.0
Kyla Petrocci,NC State (ACC),FX,2000.0
Leah Gonsiorowski,Minnesota (Big Ten),FX,2000.0
Lilly Lippeatt,Clemson (ACC),FX,2000.0
Love Birt,Alabama (SEC),FX,2000.0
Maddie Johnston,Penn State (Big Ten),FX,2000.0
Madison Minner,Clemson (ACC),FX,2000.0
Maggie Murphy,Maryland (Big Ten),FX,2000.0
Marly Esteves,Illinois (Big Ten),FX,2000.0
Meika Lee,Pittsburgh (ACC),FX,2000.0
Mika Webster-Longin,UCLA (Big Ten),FX,2000.0
Mya Gordon,Illinois (Big Ten),FX,2000.0
Mya Wiley,California (ACC),FX,2000.0
Niya Randolph,Southern Utah (WAC),FX,2000.0
Olivia Ahern,Auburn (SEC),FX,2000.0
Peyton Davis,Michigan (Big Ten),FX,2000.0
Rayna Engelmayer,Maryland (Big Ten),FX,2000.0
Reagan Sams,Ohio State (Big Ten),FX,2000.0
Regan McBride,North Carolina (ACC),FX,2000.0
Reina Marchal,Oregon State (Pac-12),FX,2000.0
Ryan Fuller,Alabama (SEC),FX,2000.0
Sadie Jane Berry,Georgia (SEC),FX,2000.0
Samantha Schneider,Minnesota (Big Ten),FX,2000.0
Sasha Fujisaka,UCLA (Big Ten),FX,2000.0
Sophia Kaloudis,Oregon State (Pac-12),FX,2000.0
Sophia Rice,West Virginia (Big 12),FX,2000.0
Sophie Hampp,Denver (Big 12),FX,2000.0
Sophie Parenti,Michigan (Big Ten),FX,2000.0
TaeLyn Canty,North Carolina (ACC),FX,2000.0
Taeva Greenberg,BYU (Big 12),FX,2000.0
Taylor Rech,Maryland (Big Ten),FX,2000.0
Taylor Tuohy,West Virginia (Big 12),FX,2000.0
Teryn Crump,Minnesota (Big Ten),FX,2000.0
Thu Nguyen,Washington (Big Ten),FX,2000.0
Tiara Platkin,Arizona State (Big 12),FX,2000.0
Abbey Scanlon,California (ACC),FX,1000.0
Aberdeen O'Driscoll,Georgia (SEC),FX,1000.0
Abigail Bednar,Kentucky (SEC),FX,1000.0
Addison Lawrence,Missouri (SEC),FX,1000.0
Addisyn Hurley Snow,Oklahoma (SEC),FX,1000.0
Ainsley Greever,Arizona (Big 12),FX,1000.0
Alex Routsis,Southern Utah (WAC),FX,1000.0
Alex Theodorou,Arizona State (Big 12),FX,1000.0
Alexa Chuy,George Washington (Atlantic 10 Conference),FX,1000.0
Alexia Mouyenga,Washington (Big Ten),FX,1000.0
Alexis Czarrunchick,Georgia (SEC),FX,1000.0
Alexis Jeffrey,LSU (SEC),FX,1000.0
Alyona Shchennikova,LSU (SEC),FX,1000.0
Alyssa Arana,Florida (SEC),FX,1000.0
Alyssa Kramer,Penn State (Big Ten),FX,1000.0
Amanda Hargraves,Denver (Big 12),FX,1000.0
