GymnastID,Name,Team
33759,Anjali Buradagunta,Temple
32059,Reese DeHaan,Temple
33184,Robyn Dunne,Temple
33760,Tali Flanigan,Temple
33870,Jade Harden,Temple
33186,Nazstazia-Simone Henry-Jubitana,Temple
32381,Kyrstin Johnson,Temple
33190,Nikki Rengifo,Temple
33764,Ava Sutphen,Temple
33765,Brooklyn Thomas,Temple
32555,Megan White,Temple
33679,Juliaunna Baker,Texas Woman's
32562,Bailey Bourgeois,Texas Woman's
32563,Caroline Bowns,Texas Woman's
32066,Brooke Ferrari,Texas Woman's
33193,Kyleigh Ghanbari,Texas Woman's
33194,Amane' Glenn,Texas Woman's
32258,Ruby Goad,Texas Woman's
32565,Sophie Hernandez,Texas Woman's
32566,Sophia Isbell,Texas Woman's
33195,Jordan Loock,Texas Woman's
33196,Maddy Murphy,Texas Woman's
33197,Alaina Reid,Texas Woman's
32567,Sofia Steffan,Texas Woman's
32259,Kami Zarlengo,Texas Woman's
32067,Polina Belanovski,Towson
32068,Carmella Calafati,Towson
33683,Kaitlyn Chancey,Towson
33383,Isabella DeCroo,Towson
33684,Madison Draser,Towson
33199,Emma Duerre,Towson
33900,Cameran Edwards,Towson
32811,Hayden Gough,Towson
32069,Lauren Greene,Towson
32070,Adriana Hoffman,Towson
33685,Jocelyn Lannon,Towson
33686,Natalie Lindgren,Towson
32071,Isabella Minervini,Towson
32573,Brissa Portillo,Towson
33687,Alison Ritch,Towson
32925,Faye Rodio,Towson
33203,Piper Slocum,Towson
33204,Reese Toland,Towson
32072,Celia Trotter,Towson
33206,Cady Chiu,UC Davis
33766,Adia Friesen,UC Davis
33767,Chloe Gann,UC Davis
32175,Milla Gideon,UC Davis
32800,Alana Kim,UC Davis
33207,McKenna Knecht,UC Davis
33208,Avery Marshall,UC Davis
32176,Amelia Moneymaker,UC Davis
31505,Sierra Muns,UC Davis
33871,Molly Osborne,UC Davis
32801,Ayumi Oshiro,UC Davis
32177,Jehaan Poonja,UC Davis
33210,Avah Reichow,UC Davis
32073,Ciena Alipio,UCLA
32074,Madisyn Anyimi,UCLA
32835,Sydney Barros,UCLA
33384,Jordan Chiles,UCLA
33689,Jordis Eichman,UCLA
33290,Riley Jenkins,UCLA
33692,Nola Matthews,UCLA
32578,Katelyn Rosen,UCLA
33693,Ashlee Sullivan,UCLA
33694,Tiana Sumanasekera,UCLA
33292,Mika Webster-Longin,UCLA
33696,Sage Curtis,Utah
32579,Elizabeth Gantner,Utah
32061,Ashley Glynn,Utah
33212,Zoe Johnson,Utah
32082,Sarah Krump,Utah
33213,Avery Neff,Utah
33386,Ana Padurariu,Utah
33214,Clara Raposo,Utah
33697,Abbi Ryssman,Utah
32083,Makenna Smith,Utah
33215,Poppy-Grace Stickler,Utah
33698,Bailey Stroud,Utah
32581,Camie Winger,Utah
32582,Ella Zirbes,Utah
32240,Avery Bibbey,Utah State
33699,Anabelle Dewey,Utah State
31535,Amari Evans,Utah State
33700,Mara Gruber,Utah State
32584,Sydney Jelen,Utah State
33702,Charley Laufer,Utah State
33293,Kaylie Medrano,Utah State
32585,Nyla Morabito,Utah State
33294,Olivia Orengo,Utah State
32241,Marley Peterson,Utah State
32242,Chelsea Southam,Utah State
33703,Alianna Valdez,Utah State
33295,Lundyn VanderToolen,Utah State
32587,Isabella Vater,Utah State
32588,Mya Witte,Utah State
33704,Sienna Yelle,Utah State
32595,Kira Bolden,Washington
33715,Elena Brian,Washington
33716,Evelyn DeYoung,Washington
33717,Haley Fichiera,Washington
32597,Chelsea Hallinan,Washington
32598,Kristin Lin,Washington
32599,Mary McDonough,Washington
32085,Caitlin McWilliams,Washington
31540,Deiah Moody,Washington
31541,Lana Navarro,Washington
32086,Thu Nguyen,Washington
32087,Olivia Oppegard,Washington
33719,Lydia Rak,Washington
33720,Jessica Schaffer,Washington
32089,Lilly Tubbs,Washington
32600,Kaylei Adams,West Virginia
33222,Karleigh DiCello,West Virginia
32602,Jurnee Lane,West Virginia
32603,Amber Lowe,West Virginia
32604,Jayden McDonnell,West Virginia
33723,Haley Mendoza,West Virginia
32092,Carlee Nelson,West Virginia
33724,Auden Pederson,West Virginia
33224,Sophia Rice,West Virginia
33225,Kaelyn Skeel,West Virginia
33226,Emerson Smith,West Virginia
33725,Kayla Smith,West Virginia
33227,Taylor Tuohy,West Virginia
33228,Eden Webster,West Virginia
33914,Isabella Ciolfi,Western Michigan
33229,Kennedy Cooper,Western Michigan
33230,Reilan Garvey,Western Michigan
32793,Brooke Gelesko,Western Michigan
33099,Aliyah Kelly,Western Michigan
32245,Makenna King,Western Michigan
32794,Julie Korfhage,Western Michigan
32796,Hannah Milton,Western Michigan
33771,Casey Mooney,Western Michigan
32449,Kate Parks,Western Michigan
33916,Amy Robins,Western Michigan
33769,Molly Sabin,Western Michigan
32797,Reese Samuelson,Western Michigan
33918,Linda Uro,Western Michigan
33233,Kyler Webster,Western Michigan
